loan_id,no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
431,4,Not Graduate,1,9300000,27500000,216,338,6600000,Rejected
432,1,Graduate,0,1100000,3500000,96,562,500000,Approved
433,3,Not Graduate,0,5600000,18700000,24,769,4800000,Approved
434,0,Graduate,1,6300000,21500000,96,629,5200000,Approved
435,3,Graduate,0,8800000,18100000,72,699,9400000,Approved
436,0,Not Graduate,0,8400000,20800000,240,590,10800000,Approved
437,3,Graduate,1,1600000,5700000,48,707,2300000,Approved
438,3,Not Graduate,1,4500000,11400000,96,391,4500000,Rejected
439,5,Not Graduate,0,6500000,18500000,48,891,7100000,Approved
440,3,Graduate,1,9500000,20600000,24,731,9200000,Approved
441,3,Not Graduate,0,4700000,16700000,144,775,3500000,Approved
442,5,Graduate,1,9600000,32400000,24,897,6200000,Approved
443,5,Graduate,0,8000000,26700000,240,794,7800000,Approved
444,2,Graduate,0,7700000,16700000,72,555,8500000,Approved
445,1,Not Graduate,1,3600000,10300000,144,536,2700000,Rejected
446,2,Not Graduate,0,700000,1700000,120,839,900000,Approved
447,0,Graduate,1,1400000,5100000,72,890,1900000,Approved
448,1,Graduate,1,8600000,27900000,240,415,7900000,Rejected
449,4,Graduate,0,4700000,15700000,48,868,4800000,Approved
450,3,Graduate,1,2900000,5800000,144,353,3100000,Rejected
451,4,Not Graduate,0,9000000,29000000,192,590,12300000,Approved
452,5,Graduate,1,500000,900000,216,618,400000,Approved
453,2,Not Graduate,1,700000,1700000,120,539,900000,Rejected
454,0,Graduate,0,6800000,27000000,48,429,9400000,Approved
455,2,Graduate,0,1800000,4700000,96,792,2200000,Approved
456,0,Not Graduate,0,6000000,12400000,24,608,6800000,Approved
457,4,Graduate,1,5400000,21500000,168,555,7500000,Approved
458,5,Graduate,1,8400000,17500000,144,620,5800000,Approved
459,0,Graduate,0,7400000,20900000,72,635,7200000,Approved
460,2,Graduate,0,3200000,12500000,120,457,4300000,Rejected
461,1,Graduate,1,5400000,21400000,96,350,6800000,Rejected
462,5,Graduate,1,1000000,2500000,168,885,1100000,Approved
463,0,Graduate,0,4400000,14700000,192,638,2700000,Approved
464,1,Graduate,1,3800000,10500000,144,710,2500000,Approved
465,3,Not Graduate,1,6100000,20900000,216,470,7500000,Rejected
466,5,Not Graduate,1,5500000,17300000,192,874,7900000,Approved
467,5,Not Graduate,1,500000,1800000,216,411,200000,Rejected
468,0,Not Graduate,1,300000,1100000,24,482,400000,Approved
469,1,Graduate,1,6200000,16900000,24,396,7600000,Rejected
470,0,Not Graduate,0,300000,900000,240,436,200000,Rejected
471,0,Not Graduate,1,6900000,22100000,240,303,6900000,Rejected
472,4,Graduate,0,3700000,11400000,144,728,2300000,Approved
473,3,Not Graduate,1,8800000,28600000,120,775,9600000,Approved
474,5,Graduate,1,8200000,23500000,144,402,5800000,Rejected
475,1,Not Graduate,1,9200000,31500000,216,698,8300000,Approved
476,0,Not Graduate,0,2400000,7800000,168,665,2900000,Approved
477,4,Not Graduate,0,4100000,13500000,216,490,2000000,Rejected
478,1,Graduate,0,8000000,31900000,144,504,6000000,Rejected
479,3,Not Graduate,1,3600000,8600000,96,790,5200000,Approved
480,1,Not Graduate,1,700000,2700000,240,669,500000,Approved
481,4,Not Graduate,0,8300000,30700000,72,381,4600000,Rejected
482,0,Graduate,1,5300000,15000000,24,900,5800000,Approved
483,4,Graduate,0,8300000,24900000,192,506,7000000,Rejected
484,3,Not Graduate,1,2500000,8800000,144,538,3300000,Rejected
485,3,Graduate,1,5400000,14400000,96,677,3100000,Approved
486,4,Graduate,0,1600000,4900000,96,685,1500000,Approved
487,2,Not Graduate,0,2400000,6200000,144,860,1100000,Approved
488,5,Not Graduate,0,6300000,14800000,72,608,5400000,Approved
489,4,Graduate,1,2500000,5300000,120,540,1700000,Rejected
490,0,Graduate,1,7500000,16800000,192,492,11100000,Rejected
491,3,Not Graduate,0,2900000,8500000,168,834,1800000,Approved
492,3,Graduate,1,1000000,3500000,192,834,700000,Approved
493,2,Graduate,1,8600000,28800000,96,890,7200000,Approved
494,1,Not Graduate,0,300000,1100000,144,443,200000,Rejected
495,5,Not Graduate,0,2300000,5700000,216,329,2700000,Rejected
496,2,Not Graduate,1,2400000,5400000,144,739,3000000,Approved
497,5,Graduate,1,9800000,30300000,72,867,7600000,Approved
498,2,Not Graduate,0,8100000,24800000,72,307,10500000,Rejected
499,3,Graduate,0,6700000,15500000,216,492,9400000,Rejected
500,1,Not Graduate,1,8400000,24700000,216,698,12200000,Approved
501,2,Graduate,0,200000,700000,96,851,200000,Approved
502,2,Graduate,0,4700000,12500000,168,375,5400000,Rejected
503,0,Graduate,1,4300000,14300000,168,601,5700000,Approved
504,4,Not Graduate,0,2200000,7000000,240,756,1200000,Approved
505,4,Graduate,1,8600000,19200000,48,868,9300000,Approved
506,4,Graduate,1,2000000,7200000,120,838,1000000,Approved
507,4,Not Graduate,1,4200000,15900000,168,375,3000000,Rejected
508,0,Not Graduate,1,5100000,12500000,216,778,3200000,Approved
509,2,Graduate,1,4100000,11200000,72,442,4500000,Rejected
510,1,Graduate,1,9900000,39500000,144,808,13500000,Approved
511,1,Not Graduate,1,3200000,9000000,240,372,3800000,Rejected
512,2,Graduate,0,5500000,19000000,48,597,5300000,Approved
513,0,Graduate,1,7800000,29100000,240,435,9700000,Rejected
514,3,Graduate,1,3400000,9700000,240,728,2400000,Approved
515,4,Graduate,1,7900000,25900000,168,373,7600000,Rejected
516,3,Graduate,1,8900000,18500000,120,367,10300000,Rejected
517,2,Graduate,0,7300000,19100000,168,552,4000000,Approved
518,4,Not Graduate,1,3300000,10600000,96,465,2800000,Rejected
519,4,Graduate,1,2900000,10500000,96,607,3800000,Approved
520,2,Graduate,1,500000,1300000,48,427,600000,Rejected
521,3,Not Graduate,0,7200000,21200000,48,711,5700000,Approved
522,3,Not Graduate,0,8300000,24100000,168,823,7700000,Approved
523,1,Not Graduate,1,8700000,20500000,72,523,4800000,Rejected
524,4,Not Graduate,1,7100000,27900000,120,328,7700000,Rejected
525,3,Graduate,1,9800000,28200000,144,721,9600000,Approved
526,0,Graduate,1,6900000,17000000,240,599,4300000,Approved
527,0,Not Graduate,0,2400000,5000000,168,580,3200000,Approved
528,1,Not Graduate,1,2100000,4900000,120,744,1000000,Approved
529,2,Graduate,1,7200000,23900000,48,559,10800000,Approved
530,2,Graduate,0,4600000,13500000,192,587,5000000,Approved
531,5,Graduate,1,9900000,31800000,216,817,11500000,Approved
532,4,Not Graduate,1,300000,1000000,240,655,400000,Approved
533,5,Graduate,1,6900000,23900000,72,382,8900000,Rejected
534,2,Graduate,1,1700000,4300000,72,765,900000,Approved
535,2,Graduate,1,4400000,10000000,240,516,5100000,Rejected
536,4,Not Graduate,1,4300000,15000000,96,383,4900000,Rejected
537,2,Not Graduate,0,3700000,14100000,72,633,3400000,Approved
538,1,Graduate,0,5900000,15200000,24,547,3600000,Rejected
539,5,Not Graduate,1,8600000,26300000,120,843,11300000,Approved
540,3,Not Graduate,1,3400000,13200000,96,783,4900000,Approved
541,3,Not Graduate,1,1000000,3200000,168,790,1100000,Approved
542,1,Not Graduate,1,4400000,14200000,192,409,4500000,Rejected
543,0,Not Graduate,0,3600000,7800000,168,376,3000000,Rejected
544,3,Not Graduate,0,1400000,2700000,96,625,1000000,Approved
545,0,Not Graduate,0,5300000,10900000,216,707,7600000,Approved
546,3,Graduate,1,9400000,20500000,72,645,10200000,Approved
547,4,Not Graduate,1,6600000,22100000,72,887,4700000,Approved
548,5,Graduate,0,9800000,37600000,216,319,5100000,Rejected
549,1,Not Graduate,0,1900000,4900000,240,647,1700000,Approved
550,2,Not Graduate,1,5800000,22500000,72,888,4800000,Approved
551,2,Not Graduate,0,3100000,10400000,120,420,3500000,Rejected
552,0,Graduate,0,6800000,18400000,24,791,9900000,Approved
553,5,Not Graduate,0,4600000,16200000,144,891,3700000,Approved
554,2,Not Graduate,1,200000,700000,192,641,100000,Approved
555,3,Not Graduate,1,9500000,22800000,72,319,9400000,Rejected
556,5,Not Graduate,1,6200000,22200000,240,819,8700000,Approved
557,4,Not Graduate,1,9700000,32300000,216,387,5400000,Rejected
558,5,Graduate,1,4200000,12300000,24,686,4200000,Approved
559,1,Graduate,1,5700000,12000000,48,415,7400000,Rejected
560,2,Graduate,1,200000,500000,72,885,200000,Rejected
561,4,Graduate,0,8000000,25500000,48,722,4900000,Approved
562,4,Graduate,0,5200000,20400000,240,761,6200000,Approved
563,1,Graduate,1,7100000,15200000,96,389,5900000,Rejected
564,1,Graduate,1,9300000,27900000,144,600,6600000,Approved
565,5,Graduate,0,2000000,6100000,24,407,2000000,Approved
566,3,Graduate,1,3900000,14000000,216,829,2700000,Approved
567,2,Not Graduate,0,2800000,5900000,72,895,1500000,Approved
568,5,Graduate,1,3000000,11100000,144,441,2000000,Rejected
569,4,Not Graduate,0,4500000,9800000,192,895,5500000,Approved
570,4,Graduate,0,1900000,4300000,48,826,900000,Approved
571,1,Graduate,0,2300000,7200000,96,453,3400000,Rejected
572,0,Graduate,0,4700000,17500000,24,701,7000000,Approved
573,2,Not Graduate,1,1300000,2700000,96,627,1300000,Approved
574,3,Graduate,0,3100000,11000000,24,543,2400000,Approved
575,0,Graduate,0,8400000,17500000,216,411,10400000,Rejected
576,5,Graduate,1,1700000,5800000,48,583,2300000,Approved
577,2,Not Graduate,0,1900000,7500000,24,889,2600000,Approved
578,3,Not Graduate,0,2400000,8600000,96,684,1600000,Approved
579,5,Graduate,0,6800000,20500000,120,578,3400000,Approved
580,1,Graduate,0,2900000,10900000,240,445,2600000,Rejected
581,4,Graduate,1,8900000,26300000,120,369,12100000,Rejected
582,1,Not Graduate,0,8800000,22200000,216,794,10500000,Approved
583,0,Graduate,1,8200000,19200000,192,492,7200000,Rejected
584,3,Not Graduate,1,3600000,13200000,192,557,2100000,Approved
585,4,Graduate,1,9500000,31800000,72,519,12200000,Rejected
586,0,Not Graduate,1,1900000,5700000,216,699,2000000,Approved
587,3,Not Graduate,1,9100000,24600000,24,741,13600000,Approved
588,5,Graduate,0,1100000,3800000,216,508,900000,Rejected
589,5,Not Graduate,1,1100000,2800000,120,647,1400000,Approved
590,1,Graduate,0,9300000,28600000,168,656,12500000,Approved
591,4,Graduate,1,3900000,10600000,24,439,2500000,Rejected
592,5,Not Graduate,1,1500000,4000000,144,350,1200000,Rejected
593,5,Graduate,0,800000,2200000,72,493,1000000,Rejected
594,4,Graduate,0,600000,1800000,72,851,800000,Approved
595,2,Graduate,0,4400000,12500000,216,492,2700000,Rejected
596,4,Graduate,1,2700000,5400000,72,861,2700000,Approved
597,3,Not Graduate,1,6200000,14600000,24,664,6600000,Approved
598,5,Graduate,1,700000,1300000,192,362,1000000,Rejected
599,0,Graduate,0,3400000,9400000,72,703,2600000,Approved
600,1,Not Graduate,1,4900000,16800000,144,758,5900000,Approved
601,3,Not Graduate,1,4200000,9700000,24,396,4300000,Rejected
602,0,Graduate,1,5300000,10600000,24,828,5800000,Approved
603,5,Graduate,1,3700000,10000000,240,709,2200000,Approved
604,4,Not Graduate,1,5600000,17500000,120,528,7200000,Rejected
605,2,Graduate,1,4300000,16000000,168,623,4500000,Approved
606,4,Not Graduate,1,7100000,24500000,168,599,6800000,Approved
607,4,Graduate,1,5400000,12700000,48,622,6500000,Approved
608,0,Not Graduate,0,6000000,13100000,72,385,7400000,Rejected
609,4,Graduate,1,4100000,12500000,24,579,2000000,Approved
610,4,Not Graduate,0,8300000,17900000,240,846,12200000,Approved
611,3,Graduate,0,8100000,23900000,120,449,8900000,Rejected
612,1,Not Graduate,0,7200000,24900000,168,666,5800000,Approved
613,5,Graduate,0,7200000,17500000,48,380,6200000,Rejected
614,2,Graduate,1,3500000,8100000,48,589,2700000,Approved
615,1,Graduate,0,6200000,19500000,144,845,4000000,Approved
616,3,Not Graduate,0,5200000,17300000,120,401,6400000,Rejected
617,0,Not Graduate,0,4500000,14500000,24,766,6600000,Approved
618,5,Not Graduate,0,5400000,15100000,144,522,5700000,Rejected
619,3,Not Graduate,1,2000000,6900000,72,834,3000000,Approved
620,3,Graduate,0,8900000,25400000,96,588,4500000,Approved
621,2,Graduate,0,5000000,10600000,48,570,7100000,Approved
622,2,Graduate,0,4900000,17600000,72,860,5600000,Approved
623,4,Graduate,1,5300000,19200000,48,655,3900000,Approved
624,3,Not Graduate,1,8500000,27700000,48,457,5200000,Approved
625,5,Graduate,1,700000,2100000,168,863,600000,Approved
626,3,Not Graduate,1,5900000,18900000,48,742,8000000,Approved
627,3,Graduate,0,3500000,13300000,48,798,3600000,Approved
628,5,Not Graduate,1,7700000,18900000,192,552,6600000,Approved
629,2,Not Graduate,1,4500000,12500000,144,418,4300000,Rejected
630,0,Graduate,0,9100000,22200000,72,419,9800000,Rejected
631,1,Not Graduate,1,9000000,29900000,24,668,4700000,Approved
632,2,Not Graduate,0,8900000,29200000,96,608,11700000,Approved
633,5,Not Graduate,0,6500000,13800000,120,342,7300000,Rejected
634,4,Not Graduate,1,8100000,18000000,96,817,10800000,Approved
635,1,Not Graduate,0,8400000,29900000,192,476,7500000,Rejected
636,0,Not Graduate,0,5300000,20000000,72,881,4000000,Approved
637,2,Graduate,0,4100000,15600000,144,838,2700000,Approved
638,3,Not Graduate,0,6900000,27400000,48,406,5300000,Approved
639,1,Graduate,1,5200000,19500000,144,778,5800000,Approved
640,5,Not Graduate,1,2000000,7400000,168,799,1100000,Approved
641,3,Graduate,0,4600000,17800000,240,716,4500000,Approved
642,0,Graduate,1,7100000,20100000,192,756,5400000,Approved
643,0,Not Graduate,0,9300000,20100000,120,743,13600000,Approved
644,3,Not Graduate,0,5400000,19400000,240,731,4300000,Approved
645,3,Not Graduate,0,4100000,8500000,24,833,3400000,Approved
646,4,Not Graduate,0,4900000,11400000,96,470,4800000,Rejected
647,5,Graduate,1,5400000,21200000,240,734,7500000,Approved
648,0,Graduate,0,3000000,9600000,144,620,3600000,Approved
649,0,Not Graduate,1,6800000,14400000,96,812,6400000,Approved
650,4,Graduate,1,5100000,14000000,144,459,6800000,Rejected
651,0,Graduate,1,9800000,32600000,120,704,4900000,Approved
652,1,Graduate,1,1600000,4100000,72,391,700000,Rejected
653,4,Graduate,0,8000000,29100000,48,421,8800000,Approved
654,5,Graduate,0,2900000,6700000,168,796,4200000,Approved
655,4,Graduate,0,9200000,30300000,120,607,8900000,Approved
656,3,Not Graduate,0,9500000,20400000,168,376,8400000,Rejected
657,0,Graduate,1,3700000,8500000,96,424,4100000,Rejected
658,5,Graduate,1,7100000,20800000,72,442,7100000,Rejected
659,5,Not Graduate,0,5600000,17600000,168,448,6800000,Rejected
660,0,Graduate,1,1200000,2700000,24,638,1500000,Approved
661,3,Not Graduate,0,1600000,5600000,72,710,1600000,Approved
662,4,Not Graduate,1,1600000,4800000,240,641,1400000,Approved
663,2,Not Graduate,0,5300000,20200000,120,348,6100000,Rejected
664,5,Not Graduate,0,9100000,19900000,240,519,10500000,Rejected
665,4,Not Graduate,1,9400000,35000000,120,517,6700000,Rejected
666,3,Not Graduate,0,5900000,22400000,72,375,4800000,Rejected
667,2,Graduate,1,1100000,3400000,120,426,1400000,Rejected
668,4,Graduate,1,3100000,11500000,168,785,4200000,Approved
669,4,Not Graduate,0,2200000,8600000,240,373,1400000,Rejected
670,1,Graduate,0,6000000,20100000,72,476,5500000,Rejected
671,1,Graduate,1,2000000,5600000,216,320,2100000,Rejected
672,4,Graduate,0,7200000,22900000,216,657,8800000,Approved
673,1,Not Graduate,1,500000,1900000,144,868,300000,Approved
674,1,Not Graduate,1,5800000,13900000,72,345,5500000,Rejected
675,0,Not Graduate,0,200000,300000,72,472,0,Rejected
676,4,Not Graduate,1,4600000,9500000,240,613,3000000,Approved
677,5,Not Graduate,1,4600000,12800000,168,769,3500000,Approved
678,1,Graduate,0,6500000,23100000,240,741,7900000,Approved
679,4,Not Graduate,1,4400000,16600000,168,889,5900000,Approved
680,0,Not Graduate,1,900000,3600000,120,683,400000,Approved
681,0,Not Graduate,1,3200000,7400000,216,780,2800000,Approved
682,3,Graduate,0,600000,1100000,96,538,300000,Rejected
683,1,Not Graduate,0,5200000,12600000,120,721,3600000,Approved
684,3,Not Graduate,1,6400000,15200000,168,467,3200000,Rejected
685,2,Not Graduate,0,1000000,2500000,72,551,900000,Approved
686,2,Not Graduate,0,6800000,14800000,168,803,6600000,Approved
687,0,Graduate,0,3000000,8400000,120,361,1800000,Rejected
688,1,Not Graduate,1,8700000,30700000,72,708,9300000,Approved
689,4,Graduate,1,8800000,20900000,216,766,13100000,Approved
690,1,Not Graduate,1,3900000,11500000,24,464,5100000,Rejected
691,5,Graduate,0,1700000,4300000,24,517,1600000,Rejected
692,3,Not Graduate,1,900000,2300000,72,747,600000,Approved
693,1,Not Graduate,0,7200000,24700000,72,596,5800000,Approved
694,0,Graduate,0,9200000,25400000,24,783,12400000,Approved
695,3,Not Graduate,0,5700000,19400000,24,335,7100000,Approved
696,5,Not Graduate,1,1100000,2700000,48,889,500000,Approved
697,2,Not Graduate,1,1100000,2200000,48,874,900000,Approved
698,0,Graduate,1,6000000,23900000,48,394,4500000,Approved
699,2,Graduate,1,8100000,28500000,240,420,10000000,Rejected
700,2,Not Graduate,1,6500000,25100000,240,848,4400000,Approved
701,0,Graduate,1,7600000,17900000,192,788,5900000,Approved
702,1,Graduate,0,2200000,4900000,96,509,2900000,Rejected
703,4,Graduate,1,6300000,23900000,72,899,6700000,Approved
704,4,Not Graduate,1,6700000,15800000,144,466,6600000,Rejected
705,5,Graduate,1,1300000,4300000,24,595,1500000,Approved
706,1,Not Graduate,0,2800000,6700000,144,322,2100000,Rejected
707,3,Graduate,0,7000000,18900000,24,691,3900000,Approved
708,3,Not Graduate,1,8800000,26700000,120,379,9700000,Rejected
709,0,Graduate,0,8900000,25800000,216,531,5400000,Rejected
710,5,Not Graduate,0,7000000,21800000,48,631,10000000,Approved
711,0,Graduate,1,6900000,18600000,120,330,4500000,Rejected
712,5,Graduate,0,9200000,29200000,192,383,5700000,Rejected
713,0,Graduate,1,6100000,19700000,192,678,5500000,Approved
714,1,Graduate,1,4400000,14700000,96,894,2400000,Approved
715,4,Not Graduate,0,9900000,22700000,144,567,5400000,Approved
716,5,Not Graduate,0,3900000,14000000,48,708,5200000,Approved
717,3,Graduate,0,6800000,21200000,24,433,6300000,Approved
718,4,Not Graduate,0,3600000,8700000,168,302,4100000,Rejected
719,4,Graduate,0,700000,2600000,168,736,400000,Approved
720,2,Not Graduate,1,4000000,8500000,72,323,4100000,Rejected
721,4,Graduate,0,1800000,4100000,144,670,2200000,Approved
722,3,Not Graduate,0,5600000,21000000,144,609,4900000,Approved
723,4,Not Graduate,0,6800000,24200000,216,349,9400000,Rejected
724,5,Not Graduate,1,600000,1500000,24,319,600000,Rejected
725,1,Not Graduate,0,4200000,16200000,168,391,2600000,Rejected
726,4,Not Graduate,0,5000000,18700000,120,755,2600000,Approved
727,1,Not Graduate,0,4100000,12200000,72,354,3500000,Rejected
728,3,Not Graduate,1,2200000,8800000,24,877,3100000,Approved
729,1,Not Graduate,0,3400000,8600000,192,312,3000000,Rejected
730,0,Graduate,0,7100000,15900000,168,746,8000000,Approved
731,3,Graduate,0,5800000,19600000,192,313,6300000,Rejected
732,2,Graduate,0,3400000,12900000,168,857,1900000,Approved
733,2,Not Graduate,0,7700000,18300000,240,504,4600000,Rejected
734,0,Graduate,0,500000,1200000,168,556,500000,Approved
735,2,Graduate,1,5300000,11000000,168,393,5200000,Rejected
736,0,Graduate,0,4700000,14400000,168,881,2400000,Approved
737,2,Graduate,1,4300000,12200000,168,719,5700000,Approved
738,2,Graduate,1,900000,2500000,192,458,1100000,Rejected
739,4,Graduate,0,2000000,7500000,168,857,2100000,Approved
740,2,Graduate,1,2000000,7600000,192,429,2200000,Rejected
741,3,Not Graduate,0,4100000,15900000,144,538,5700000,Rejected
742,1,Not Graduate,0,6900000,14400000,120,828,9000000,Approved
743,5,Graduate,1,2300000,6100000,72,339,2400000,Rejected
744,5,Graduate,1,5800000,16600000,216,376,2800000,Rejected
745,5,Not Graduate,0,8000000,30000000,168,549,7000000,Rejected
746,3,Not Graduate,1,3700000,12700000,216,587,4100000,Approved
747,0,Not Graduate,0,2600000,8400000,216,861,3800000,Approved
748,0,Not Graduate,0,3000000,7000000,144,409,3500000,Rejected
