no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1,Not Graduate,1,204638,914002,36,744,402904,0
1,Not Graduate,1,780433,1445198,36,691,1758508,0
0,Graduate,1,272806,282915,120,648,572338,0
0,Not Graduate,1,365032,326535,360,665,1175112,1
1,Not Graduate,1,1537737,438226,12,699,2070915,1
1,Graduate,0,159280,361331,360,688,191640,0
2,Graduate,0,53659,145535,36,630,581273,0
1,Graduate,1,417305,454675,36,708,281924,0
2,Graduate,1,1198686,1247164,60,720,952106,1
1,Graduate,1,864214,147484,60,654,1568778,1
1,Graduate,1,276054,646372,36,665,779719,0
2,Graduate,1,153543,626842,360,828,351002,0
1,Graduate,1,3286854,399785,360,568,2065290,0
0,Graduate,1,274310,887821,360,719,725021,1
0,Not Graduate,1,1112541,808276,120,853,1731422,1
2,Graduate,1,2442552,372341,240,685,4139395,1
1,Not Graduate,1,820835,1561083,60,782,2315543,1
2,Graduate,1,451193,946579,60,574,1045415,0
0,Not Graduate,1,233085,2606385,12,557,442541,0
0,Graduate,1,230496,505635,240,708,631123,1
0,Graduate,1,985945,391693,60,635,2092351,0
0,Graduate,1,2328607,438683,240,762,3422502,1
1,Graduate,1,531592,1755592,240,740,87227,1
0,Not Graduate,1,467625,465702,12,863,352668,0
1,Graduate,1,1274398,495021,36,769,2113988,1
3,Not Graduate,1,421359,3839962,36,696,290831,0
0,Graduate,1,908532,140859,60,754,267957,1
1,Graduate,1,754221,772061,12,700,753460,0
2,Not Graduate,1,525668,508156,60,598,498813,0
0,Graduate,1,720405,420580,60,774,1928253,1
1,Graduate,1,2989215,208279,360,756,1447979,1
2,Not Graduate,0,164533,278195,36,649,545892,0
3,Not Graduate,1,1748031,359298,12,842,3277924,1
0,Not Graduate,1,349774,887124,240,651,659090,1
3,Not Graduate,1,1752841,1267353,36,864,4079308,1
1,Graduate,1,1216169,91234,60,700,1953548,1
0,Not Graduate,1,219766,162500,60,569,249105,0
1,Graduate,1,1123357,934613,120,869,975441,1
4,Not Graduate,1,483777,1016889,12,799,1069158,0
1,Graduate,1,211791,125033,240,792,405926,1
0,Graduate,1,809215,1295346,240,486,1286754,0
1,Graduate,1,1122685,532867,60,529,1584842,0
0,Graduate,0,11771,1140607,120,797,101585,0
0,Graduate,1,668431,230559,120,801,1920358,1
0,Not Graduate,1,559910,134588,12,588,1122070,0
0,Not Graduate,0,79598,396862,60,747,530730,1
0,Graduate,1,283210,414871,60,705,1093329,1
0,Not Graduate,1,1466424,392315,60,608,516784,0
1,Graduate,0,146084,365785,12,668,553257,1
0,Graduate,1,368216,2936970,240,868,940142,0
0,Graduate,1,701713,98734,36,635,1669426,0
2,Not Graduate,1,239343,232146,120,562,718265,0
1,Graduate,1,452982,355548,240,669,1163227,1
1,Graduate,1,702536,553482,36,456,252391,0
0,Graduate,1,210893,1100212,240,687,650356,1
0,Graduate,0,60983,1283834,240,570,242486,0
0,Graduate,0,57918,1585679,240,617,562130,0
0,Graduate,0,114638,874540,240,731,226418,0
0,Graduate,1,307326,95796,60,582,322200,0
0,Graduate,0,186925,102296,240,622,470108,0
0,Not Graduate,1,149873,1701958,36,841,604165,0
0,Graduate,1,1033951,1595386,36,723,1523223,0
1,Graduate,1,399788,1020722,120,732,761986,1
0,Graduate,1,551224,237929,360,764,1144144,1
0,Not Graduate,1,1182503,391397,12,711,571214,1
1,Graduate,1,1136944,362628,36,793,674109,1
1,Not Graduate,1,423133,193933,36,760,1186186,1
0,Graduate,1,246160,700149,36,620,628854,0
2,Not Graduate,1,1199856,4664399,36,744,1247332,0
1,Graduate,0,134017,329184,12,577,480141,0
0,Graduate,1,580720,1976373,12,475,1377685,0
2,Graduate,1,1038777,222940,360,821,1014577,1
3,Graduate,1,510597,116231,240,697,562599,1
0,Not Graduate,1,376385,1450611,360,803,1213552,1
0,Not Graduate,0,82578,434167,36,707,484715,0
2,Graduate,1,1104856,1926564,36,764,2240548,0
2,Graduate,1,934157,2352274,120,814,512784,1
0,Graduate,1,1096167,409049,120,585,1383246,0
0,Graduate,0,180638,2069911,120,746,316221,0
0,Graduate,1,2585695,225020,120,768,2834575,1
1,Not Graduate,1,554651,221505,240,761,912528,1
1,Not Graduate,1,663223,1578956,60,580,1573649,0
0,Graduate,1,253996,114943,120,705,309259,1
1,Not Graduate,0,127167,539523,120,771,675512,1
2,Graduate,0,94123,1885405,12,763,598454,0
0,Graduate,0,55030,2016331,360,860,541856,0
0,Graduate,0,194076,350575,36,761,712014,1
2,Graduate,1,1105919,1482485,240,647,1386014,0
2,Graduate,1,910300,175794,36,792,2141467,1
1,Graduate,1,510407,277237,60,793,341853,1
1,Graduate,1,429599,680381,240,622,755585,0
0,Graduate,1,1585164,788392,60,900,2544853,1
1,Not Graduate,1,1561029,189524,36,900,1164376,1
1,Graduate,0,43121,3479073,12,660,438043,0
0,Not Graduate,1,1300782,82663,120,582,1780488,0
0,Not Graduate,0,149802,570463,36,612,319428,0
0,Graduate,1,299225,657307,240,601,622336,0
0,Graduate,1,1123956,94187,120,586,1906100,0
0,Not Graduate,1,315010,2031183,240,653,372724,1
0,Graduate,1,104460,257692,60,606,652507,0
0,Not Graduate,1,641726,596273,240,849,1644720,1
0,Graduate,1,896498,750157,12,563,326162,0
2,Graduate,1,665266,126214,60,737,882392,1
1,Not Graduate,1,5000000,184953,360,681,8337077,1
1,Not Graduate,1,987647,2579298,360,745,1005417,1
2,Not Graduate,1,820536,505937,36,699,2044675,1
1,Graduate,1,1028562,50000,120,722,1434774,1
0,Not Graduate,1,512443,399543,120,817,1236000,1
1,Not Graduate,1,1534297,522875,12,660,2535844,1
1,Not Graduate,1,973644,672912,240,573,1234046,0
2,Graduate,1,938593,73212,36,706,1820061,1
1,Graduate,1,442724,524757,360,639,785777,0
0,Not Graduate,1,208675,235001,240,741,518041,1
0,Graduate,1,488400,674033,360,650,968519,1
0,Graduate,1,914476,896573,240,640,2542437,0
1,Graduate,1,511059,806125,12,823,755412,0
1,Graduate,1,921153,2200011,360,893,677897,1
0,Graduate,1,605682,4831029,60,631,164164,0
4,Graduate,1,1029376,173927,360,713,2524364,1
1,Not Graduate,1,333881,368803,60,672,652868,1
0,Graduate,1,851123,1136043,12,738,903116,0
0,Graduate,0,109833,476014,12,679,92889,0
0,Graduate,1,213069,50000,12,768,538935,1
0,Graduate,0,163397,445723,240,621,565694,0
0,Graduate,1,2493141,1856394,360,815,4750252,1
0,Graduate,1,227098,133954,360,696,286525,0
0,Graduate,1,802521,673675,240,863,469993,1
0,Not Graduate,1,1380645,80228,36,863,3724221,1
2,Graduate,1,4592910,1289841,12,729,2792725,1
0,Graduate,1,491714,688013,240,675,552334,1
1,Graduate,1,439942,306176,60,656,533307,1
1,Graduate,1,286830,355773,360,746,602663,1
4,Not Graduate,1,1816483,120684,360,753,4598551,1
0,Not Graduate,1,364422,1480117,12,675,488538,0
0,Graduate,1,542271,242959,60,634,1704845,0
3,Graduate,1,166183,891177,120,617,250789,0
2,Graduate,1,1479444,206507,36,807,1242900,1
2,Graduate,1,1842449,4869017,120,608,4039054,0
0,Not Graduate,1,1434920,2570638,36,652,1996636,0
0,Graduate,1,201942,4298362,12,718,576284,0
1,Graduate,1,1185554,4830831,360,784,1008548,1
3,Graduate,1,191350,286495,36,733,617655,1
1,Graduate,1,764083,223210,240,611,1776445,0
1,Graduate,1,859462,4098511,60,667,1806419,0
0,Graduate,1,934854,469267,360,647,1857729,0
2,Not Graduate,1,1118735,1243223,240,799,1073781,1
0,Graduate,1,724743,290488,12,777,975463,1
0,Graduate,1,151760,295305,120,606,115366,0
1,Graduate,0,38520,1239177,60,689,225031,0
1,Not Graduate,1,788656,75367,12,727,877379,1
0,Graduate,0,83122,1182539,240,586,268211,0
0,Not Graduate,1,207831,912984,240,796,735193,1
1,Not Graduate,1,2500541,318012,36,730,6264762,1
0,Not Graduate,1,1953318,553592,36,770,2013350,1
1,Graduate,1,1283069,647487,120,585,2691380,0
0,Graduate,0,404,684899,36,709,410078,0
1,Graduate,1,97382,1077488,36,699,477358,0
1,Graduate,0,174453,239190,36,629,289314,0
0,Graduate,1,978082,8022219,120,688,2290173,0
0,Graduate,1,540510,439945,12,787,482962,0
0,Not Graduate,0,75869,474162,360,632,160185,0
0,Graduate,1,1437474,3777939,60,709,1680769,0
4,Graduate,0,158056,86764,12,839,381405,1
0,Graduate,1,750163,3738728,360,567,216873,1
2,Graduate,1,759772,593302,360,707,598590,1
0,Graduate,1,1256639,318005,12,654,426019,1
1,Graduate,0,156823,176371,12,754,313535,1
2,Graduate,1,1025598,151887,240,688,2220267,1
1,Graduate,1,349244,383914,60,793,388891,1
1,Not Graduate,1,2124918,713532,60,749,392024,1
1,Not Graduate,1,1116492,1007010,240,727,740590,1
0,Not Graduate,1,420591,705044,360,778,318207,1
3,Graduate,1,777995,324419,240,691,1224079,1
2,Graduate,1,368417,2062671,360,663,801692,1
3,Graduate,1,2429728,7832584,36,725,2101362,0
0,Graduate,1,2671901,2408765,240,676,6037635,1
2,Graduate,1,1273117,377267,120,613,1481888,0
3,Graduate,1,2534039,892765,240,619,6212361,0
0,Graduate,1,823597,951861,36,603,1005386,1
0,Graduate,0,18065,2686302,240,706,256003,0
2,Not Graduate,1,1943069,385316,120,711,4336126,1
1,Graduate,1,726072,205886,240,571,727954,0
2,Graduate,0,121399,1679239,360,799,608360,0
0,Graduate,1,1539433,811286,12,804,3518497,1
2,Graduate,1,1223466,178302,60,692,2479537,1
0,Graduate,0,130439,1094243,120,784,495161,0
0,Graduate,1,126821,3396498,120,672,316985,0
0,Graduate,0,20357,270017,120,577,329667,0
2,Not Graduate,1,136280,221681,360,698,158125,0
1,Not Graduate,1,330111,556856,12,677,800859,1
1,Graduate,1,362424,1066933,12,731,104278,0
0,Graduate,1,462816,501363,60,769,537539,1
2,Graduate,1,1406128,1680203,36,803,2538801,1
0,Not Graduate,1,1673024,701311,60,625,2739346,0
2,Graduate,1,1095797,1486081,120,878,1820614,1
1,Graduate,1,1209848,262807,120,629,2402089,0
0,Graduate,1,1232920,158304,120,710,1149572,1
1,Graduate,0,132521,384602,60,744,340642,0
0,Not Graduate,1,735391,140582,36,690,741508,1
2,Graduate,1,173309,813681,36,532,317073,0
1,Graduate,0,37226,71919,60,603,263775,0
0,Graduate,1,136695,343613,360,681,487802,1
2,Graduate,0,27424,405973,120,727,212884,0
0,Not Graduate,1,1130551,189731,60,626,1256968,0
1,Not Graduate,1,298281,397776,60,747,567651,1
3,Graduate,1,1574381,542678,240,743,3802465,1
1,Graduate,1,1093941,1922684,240,763,1287058,1
0,Graduate,0,130376,190854,12,704,472449,1
3,Graduate,1,1274929,772461,12,677,2221387,1
1,Graduate,1,547238,941998,60,748,1119922,0
0,Graduate,1,823678,529046,240,698,565193,1
0,Graduate,1,735305,328390,120,817,1076643,1
2,Graduate,1,722130,172993,12,616,608236,0
1,Graduate,1,426076,3607643,120,841,387979,0
1,Not Graduate,0,78252,581078,120,759,268823,0
2,Graduate,1,557107,394133,12,711,980531,1
2,Graduate,1,533087,4508838,360,725,1010834,1
0,Graduate,1,404584,674877,60,715,557440,1
0,Graduate,1,1442146,6875657,240,705,980348,1
0,Graduate,1,285567,131095,12,816,941069,1
2,Graduate,1,635897,426284,36,837,1091797,1
0,Not Graduate,1,1854400,137307,36,738,3196202,1
1,Graduate,1,1509521,478244,120,757,694504,1
2,Graduate,0,69289,475961,36,615,256258,0
2,Graduate,1,454691,341795,120,661,720054,1
0,Graduate,1,1366045,570283,360,742,1350679,1
2,Graduate,1,311646,358865,360,702,1029456,1
0,Graduate,1,584961,483896,360,741,1470402,1
2,Graduate,1,630706,253776,360,601,451009,0
0,Graduate,1,460159,2287160,360,733,751302,1
0,Graduate,1,546095,178304,240,885,1277425,1
2,Graduate,1,491540,668213,12,635,1453105,0
0,Graduate,0,171988,163956,12,735,757072,1
0,Graduate,1,1447184,234463,240,676,786012,1
2,Graduate,1,630355,260859,120,785,1310145,1
2,Not Graduate,1,856962,473647,360,724,1377015,1
1,Graduate,0,50717,643979,60,671,452945,0
1,Not Graduate,0,45489,178665,36,647,358857,0
1,Graduate,1,785631,357358,360,749,913690,1
0,Not Graduate,1,571297,200557,240,676,498386,1
0,Graduate,1,2268699,191892,36,900,3503733,1
0,Graduate,1,1340557,1678749,60,725,3301111,1
3,Graduate,1,740222,134324,120,751,1699417,1
1,Graduate,1,510097,582267,360,555,831992,0
1,Graduate,1,663273,2952235,36,724,758922,0
1,Graduate,1,1018760,1805157,120,572,437775,0
3,Graduate,0,178159,826833,360,689,471916,0
0,Not Graduate,1,243181,531652,60,785,669946,1
1,Graduate,1,1236530,1128773,120,853,2115064,1
1,Not Graduate,1,1796550,781831,60,808,4015943,1
1,Graduate,1,222042,2241432,12,723,647494,0
0,Graduate,1,631011,472730,36,819,298768,1
2,Graduate,1,311260,1470483,36,861,1100325,0
3,Graduate,0,152404,390145,60,626,162422,1
1,Graduate,1,547610,3589402,60,804,1463145,0
1,Not Graduate,1,657295,459619,240,646,1330981,0
3,Graduate,1,525000,107051,60,693,1114342,1
2,Graduate,1,1297734,584028,60,746,790558,1
0,Not Graduate,0,69198,1160778,120,811,179128,0
1,Graduate,1,877420,2754320,120,691,471647,1
1,Not Graduate,1,829432,199555,36,617,2031737,0
1,Not Graduate,1,1153132,94426,120,560,1394652,0
2,Graduate,1,591503,887987,120,683,1299305,1
3,Graduate,0,153102,860931,36,830,294374,0
3,Graduate,1,271621,131785,360,666,744777,1
1,Not Graduate,1,183370,388637,12,805,762372,1
0,Graduate,1,171623,406462,240,643,392041,0
4,Graduate,1,138182,1230732,120,717,456125,0
2,Not Graduate,1,1249852,357286,12,734,2179133,1
0,Graduate,1,1133809,349580,240,776,1277821,1
3,Not Graduate,1,1916902,605994,36,619,4850889,0
2,Graduate,1,313228,136201,120,683,288655,1
1,Graduate,1,1324266,3615649,360,804,2458514,1
1,Not Graduate,1,763340,1375142,120,592,1778281,0
0,Graduate,1,833400,267855,60,767,486209,1
0,Graduate,1,1203203,176726,120,604,1619263,0
0,Graduate,1,398305,190964,120,695,918272,1
2,Graduate,0,196035,971640,12,714,429589,0
0,Graduate,1,2116986,196736,12,652,996405,1
0,Not Graduate,0,137147,421119,120,776,293813,0
0,Graduate,1,304799,99625,360,723,521311,1
1,Graduate,1,679883,928444,240,762,1638334,1
3,Graduate,1,843914,963906,36,653,1977887,1
0,Graduate,0,7721,449293,360,820,348674,0
0,Not Graduate,1,286365,655765,12,776,587387,0
2,Not Graduate,1,916566,1197493,360,694,1885774,1
1,Graduate,0,91485,638372,360,608,122759,0
0,Graduate,0,92164,1179797,240,826,321400,0
1,Graduate,1,669305,168051,360,626,1342678,0
0,Graduate,0,100458,789136,120,746,362855,0
0,Graduate,1,211757,655695,60,717,657276,0
1,Graduate,1,2183602,1797639,12,702,1664003,0
1,Not Graduate,1,186639,557029,360,613,180723,0
3,Graduate,1,252264,490234,12,626,641818,0
0,Not Graduate,1,190674,309547,60,832,511400,1
1,Graduate,1,891162,2400598,120,733,1148028,0
1,Graduate,1,285227,51216,12,791,848730,1
0,Not Graduate,1,248037,900918,120,519,616133,0
1,Graduate,0,3074,529462,240,669,357608,0
0,Not Graduate,1,1046979,449723,12,778,1714800,1
3,Graduate,0,67067,388744,120,656,167431,0
0,Graduate,0,110883,511010,240,557,658966,0
1,Not Graduate,0,25896,872001,360,768,178981,0
0,Graduate,1,819679,244009,12,543,1808980,0
4,Not Graduate,1,1389637,618484,36,747,3762931,1
1,Not Graduate,1,817771,767398,120,729,517690,1
1,Graduate,1,303063,208198,240,683,114745,1
0,Graduate,1,1132468,894367,360,713,2919430,1
2,Graduate,1,431646,773687,36,708,1024032,1
0,Graduate,1,678209,243053,120,779,1047064,1
2,Not Graduate,0,125695,164706,12,752,193879,0
0,Graduate,0,95256,239878,360,797,151217,0
0,Graduate,1,201269,618700,120,882,492301,1
0,Graduate,1,1509920,500853,240,641,2881629,0
1,Graduate,1,428910,2178012,12,698,521065,0
1,Not Graduate,0,95970,374321,12,639,539176,0
0,Graduate,1,833301,222104,360,815,386610,1
2,Not Graduate,1,535770,1042383,12,691,1270181,0
1,Graduate,1,1018733,202799,60,695,2954212,1
1,Graduate,1,700186,245037,240,705,797877,1
1,Graduate,0,46222,248265,36,640,78388,0
1,Graduate,1,416030,50000,12,509,580535,0
1,Not Graduate,1,851603,952520,240,734,1278625,1
0,Graduate,0,67068,1383297,60,651,151569,0
0,Not Graduate,0,141289,1351447,60,715,437416,0
2,Graduate,0,191803,3560559,360,900,578165,0
3,Graduate,1,699941,2438833,12,851,1950304,0
0,Graduate,1,1312685,386943,240,686,2694715,1
0,Graduate,1,808565,1638415,60,738,1095203,0
1,Graduate,1,710178,490097,12,759,339018,0
1,Graduate,1,964903,352931,360,771,1136704,1
0,Not Graduate,1,1925850,253830,120,651,2364203,1
0,Graduate,1,881057,413484,120,669,804926,1
2,Graduate,0,33238,750858,120,775,186167,0
1,Graduate,1,543188,2626435,36,667,953394,0
0,Graduate,0,117762,1119782,240,790,444700,0
0,Not Graduate,1,1217450,249868,360,662,984494,1
0,Graduate,1,776200,190207,120,812,2298421,1
1,Graduate,1,661243,954119,60,666,299550,1
0,Graduate,1,1594908,1332242,36,748,2785878,1
0,Graduate,1,449116,1844052,120,785,1225825,0
2,Graduate,0,111885,413018,12,655,516668,1
0,Graduate,1,772911,864151,60,865,817125,1
1,Graduate,0,44381,1271651,36,844,442270,0
0,Graduate,1,2605270,139936,36,705,4703705,1
0,Not Graduate,0,10499,713381,60,765,144876,0
0,Graduate,1,755299,1334873,120,750,572698,1
2,Not Graduate,1,1105296,900217,360,698,2938458,1
2,Graduate,1,590379,498497,360,564,889165,0
2,Not Graduate,1,1102537,7348047,12,682,1137881,0
0,Graduate,0,196501,3724781,12,589,805913,0
1,Graduate,1,1638177,545465,360,699,2754454,1
0,Graduate,1,1300662,446981,360,896,1057699,1
0,Graduate,1,1394689,1088464,12,656,3576733,1
2,Graduate,1,618929,510155,36,590,1619739,0
0,Graduate,1,3404953,1927130,120,784,5444047,1
0,Graduate,1,1074245,152168,360,727,1654430,1
0,Graduate,1,888984,424768,360,857,1840272,1
0,Graduate,1,396822,1072224,60,559,470402,0
0,Not Graduate,1,674915,1474380,240,668,1445100,1
1,Graduate,1,799309,122894,12,614,321282,0
1,Graduate,0,95611,208133,60,768,143401,0
2,Graduate,0,14921,101087,360,782,123855,0
2,Graduate,1,638808,225668,360,659,1267320,1
0,Graduate,1,762788,150660,60,749,660770,1
0,Not Graduate,1,178052,926464,360,869,755645,1
0,Graduate,1,654602,679426,12,677,657453,0
1,Graduate,1,539351,463318,240,826,1135133,1
0,Graduate,0,21917,554651,36,539,463565,0
1,Graduate,1,1669811,1783769,36,711,4247392,1
1,Not Graduate,1,3767478,190561,120,847,6315006,1
1,Not Graduate,1,1255069,78417,360,573,2406685,0
1,Graduate,1,271702,1099660,36,805,345523,0
0,Graduate,1,553310,365505,60,613,557265,0
3,Graduate,1,1174990,195158,36,668,613187,1
2,Graduate,1,1073712,940353,120,670,2470536,1
0,Graduate,1,1606969,75535,60,674,2976274,1
2,Graduate,0,16065,229214,60,774,83539,0
1,Graduate,1,545359,50000,240,630,1018871,0
2,Graduate,1,2963670,700181,360,900,5525347,1
2,Graduate,1,764468,2606946,12,700,1371955,0
1,Not Graduate,0,65389,304620,12,801,309918,0
0,Graduate,0,59865,244863,12,788,125186,0
0,Not Graduate,1,220383,3218911,120,686,149018,0
1,Graduate,1,44532,1011996,36,723,366096,0
1,Graduate,1,1349857,5841155,12,678,1677199,0
0,Not Graduate,1,1511420,634633,36,742,1915901,1
0,Not Graduate,1,1015823,677820,12,603,2443365,0
2,Graduate,1,257309,2291757,240,762,818082,0
4,Graduate,1,695860,465734,36,754,413579,1
1,Not Graduate,1,583888,691899,120,764,517766,1
0,Graduate,1,474572,50000,360,726,635345,0
0,Graduate,1,2257244,3071583,360,601,5454727,0
0,Not Graduate,1,315737,798806,120,642,1073349,0
3,Graduate,1,939293,485349,36,755,1545173,1
0,Graduate,1,1895963,1338881,360,679,4927869,1
1,Graduate,1,989696,165800,120,623,825128,0
0,Graduate,1,1968721,311333,60,806,2532527,1
1,Graduate,1,1145064,939718,120,665,151457,1
1,Graduate,1,1028363,564686,240,671,2277921,1
2,Graduate,1,978198,844611,240,696,903148,1
0,Graduate,1,1191536,693359,36,745,3111390,1
0,Graduate,1,535828,1015146,120,720,760298,1
0,Graduate,0,47438,144234,36,818,155357,0
3,Not Graduate,1,1564747,1939895,12,737,2649086,1
2,Graduate,1,1847592,333071,60,749,2289586,1
1,Not Graduate,1,892322,572479,36,640,1316192,0
1,Graduate,0,26432,296328,36,587,446990,0
1,Not Graduate,0,31189,405385,36,740,463835,0
0,Graduate,1,781246,679487,360,858,2110267,1
3,Graduate,1,247914,1127111,36,781,993874,0
1,Not Graduate,1,221640,1330720,360,810,250975,1
0,Not Graduate,0,39651,832768,240,721,306307,0
1,Graduate,1,395926,297808,60,791,550741,1
0,Graduate,0,89281,781872,12,786,636646,0
0,Graduate,1,642141,687137,60,681,538408,1
2,Not Graduate,1,448961,573243,36,679,1128833,1
0,Graduate,0,100465,921928,240,666,725199,0
1,Graduate,1,368681,150880,12,661,586321,1
0,Graduate,0,137770,71188,360,562,411950,0
0,Graduate,1,273690,1776222,36,644,510853,0
0,Not Graduate,0,128636,473840,360,647,410280,0
0,Graduate,1,291326,819073,36,695,607099,0
2,Graduate,1,639860,226938,120,842,1173639,1
0,Graduate,1,884103,1909256,60,740,1886803,0
1,Graduate,1,376647,766875,60,804,860613,0
1,Graduate,1,1025126,451568,60,547,1333094,0
1,Graduate,0,65168,719125,120,804,353913,0
3,Not Graduate,1,299616,94683,240,763,521563,1
2,Graduate,1,666253,784756,240,770,1250452,1
0,Graduate,0,163704,2390055,240,695,423246,0
0,Graduate,1,1459960,740646,360,890,2332394,1
0,Graduate,1,2649582,650920,12,759,3857675,1
1,Not Graduate,1,539678,393552,120,614,678248,0
0,Graduate,0,70660,1595601,120,679,334159,0
1,Graduate,1,319291,1850579,240,795,462016,1
1,Graduate,1,267529,350829,240,734,354710,1
0,Graduate,0,29249,773473,240,728,288543,0
2,Graduate,1,392112,681611,120,796,245054,1
0,Not Graduate,1,1955005,807558,240,725,3244943,1
0,Graduate,1,226407,249515,60,840,650019,1
2,Graduate,0,72363,1694293,240,862,429570,0
1,Graduate,1,326246,950951,60,670,741569,0
1,Graduate,1,378375,1798395,36,829,836244,0
1,Graduate,1,1122747,177132,36,603,1890103,0
0,Not Graduate,1,424766,187852,120,707,297707,1
